AccountID,Ticker,Qty,Price,PositionTotal
12c807f880ff,AXP,279,117.55,32796.45
12c807f880ff,CRL,78,211.28,16479.84
12c807f880ff,ROST,835,39.29,32807.15
12c807f880ff,ODFL,129,78.74,10157.46
12c807f880ff,GM,384,72.04,27663.36
12c807f880ff,EOG,326,33.2,10823.2
12c807f880ff,EG,252,99.01,24950.52
12c807f880ff,PARA,158,86.03,13592.74
12c807f880ff,AMCR,427,82.03,35026.81
12c807f880ff,AVY,593,45.27,26845.11
12c807f880ff,TROW,325,39.53,12847.25
12c807f880ff,TTWO,205,101.49,20805.45
12c807f880ff,CME,601,37.78,22705.78
12c807f880ff,IVZ,76,134.54,10225.04
12c807f880ff,ECL,95,151.8,14421.0
12c807f880ff,EXR,198,124.52,24654.96
12c807f880ff,IPG,267,135.34,36135.78
12c807f880ff,A,56,275.49,15427.44
12c807f880ff,PNW,625,36.83,23018.75
12c807f880ff,LNT,449,42.84,19235.16
12c807f880ff,XOM,187,108.69,20325.03
12c807f880ff,F,211,95.86,20226.46
12c807f880ff,WAT,89,273.69,24358.41
12c807f880ff,ITW,52,219.67,11422.84
12c807f880ff,MOH,1,244.45,244.45
12c807f880ff,CASH,1,78968.88,78968.88
3ca45bd2a489,AAPL,863,126.38,109065.94
3ca45bd2a489,TRGP,1035,46.56,48189.6
3ca45bd2a489,KDP,301,137.96,41525.96
3ca45bd2a489,XOM,368,108.69,39997.92
3ca45bd2a489,OXY,1842,41.46,76369.32
3ca45bd2a489,AMD,833,50.0,41650.0
3ca45bd2a489,EXR,616,124.52,76704.32
3ca45bd2a489,WAT,403,273.69,110297.07
3ca45bd2a489,AMCR,1266,82.03,103849.98
3ca45bd2a489,AXP,983,117.55,115551.65
3ca45bd2a489,ODFL,1263,78.74,99448.62
3ca45bd2a489,EG,935,99.01,92574.35
3ca45bd2a489,ABT,970,122.93,119242.1
3ca45bd2a489,WDAY,171,214.16,36621.36
3ca45bd2a489,F,479,95.86,45916.94
3ca45bd2a489,TT,301,183.79,55320.79
3ca45bd2a489,CPB,607,139.21,84500.47
3ca45bd2a489,VICI,4491,21.99,98757.09
3ca45bd2a489,EL,247,154.02,38042.94
3ca45bd2a489,MDLZ,783,65.36,51176.88
3ca45bd2a489,PNW,3341,36.83,123049.03
3ca45bd2a489,BXP,4006,29.66,118817.96
3ca45bd2a489,ITW,492,219.67,108077.64
3ca45bd2a489,GOOGL,208,359.01,74674.08
3ca45bd2a489,TTWO,820,101.49,83221.8
3ca45bd2a489,EXC,1276,96.73,123427.48
3ca45bd2a489,PPG,1,70.27,70.27
3ca45bd2a489,CASH,1,260956.03,260956.03
000677f7a493,CME,990,37.78,37402.2
000677f7a493,ODFL,952,78.74,74960.48
000677f7a493,MOH,540,244.45,132003.0
000677f7a493,STX,628,181.65,114076.2
000677f7a493,IPG,944,135.34,127760.96
000677f7a493,DTE,831,71.23,59192.13
000677f7a493,VRSN,749,67.91,50864.59
000677f7a493,TSLA,120,397.29,47674.8
000677f7a493,PARA,701,86.03,60307.03
000677f7a493,MDLZ,1593,65.36,104118.48
000677f7a493,AXP,921,117.55,108263.55
000677f7a493,FOXA,488,86.59,42255.92
000677f7a493,TRGP,1019,46.56,47444.64
000677f7a493,EOG,1973,33.2,65503.6
000677f7a493,TROW,1733,39.53,68505.49
000677f7a493,EG,448,99.01,44356.48
000677f7a493,LNT,1357,42.84,58133.88
000677f7a493,IVZ,876,134.54,117857.04
000677f7a493,EQIX,22376,20.77,464749.52
000677f7a493,CASH,1,211065.17,211065.17
dddc0d55c8fa,EXC,33,96.73,3192.09
dddc0d55c8fa,DTE,21,71.23,1495.83
dddc0d55c8fa,GIS,31,109.17,3384.27
dddc0d55c8fa,CRL,15,211.28,3169.2
dddc0d55c8fa,EXR,9,124.52,1120.68
dddc0d55c8fa,AVY,68,45.27,3078.36
dddc0d55c8fa,AOS,11,170.74,1878.14
dddc0d55c8fa,DUK,47,82.73,3888.31
dddc0d55c8fa,PARA,44,86.03,3785.32
dddc0d55c8fa,GM,48,72.04,3457.92
dddc0d55c8fa,A,4,275.49,1101.96
dddc0d55c8fa,KDP,23,137.96,3173.08
dddc0d55c8fa,GOOGL,11,359.01,3949.11
dddc0d55c8fa,HLT,13,165.65,2153.45
dddc0d55c8fa,EG,40,99.01,3960.4
dddc0d55c8fa,OXY,88,41.46,3648.48
dddc0d55c8fa,EOG,103,33.2,3419.6
dddc0d55c8fa,PPG,17,70.27,1194.59
dddc0d55c8fa,ECL,12,151.8,1821.6
dddc0d55c8fa,EQIX,158,20.77,3281.66
dddc0d55c8fa,F,40,95.86,3834.4
dddc0d55c8fa,ITW,11,219.67,2416.37
dddc0d55c8fa,EL,23,154.02,3542.46
dddc0d55c8fa,IVZ,20,134.54,2690.8
dddc0d55c8fa,TROW,33,39.53,1304.49
dddc0d55c8fa,AMD,24,50.0,1200.0
dddc0d55c8fa,WAT,11,273.69,3010.59
dddc0d55c8fa,AXP,1,117.55,117.55
dddc0d55c8fa,CASH,1,5080.07,5080.07
dc30d7e87676,CF,181,85.99,15564.19
dc30d7e87676,AMD,319,50.0,15950.0
dc30d7e87676,DUK,180,82.73,14891.4
dc30d7e87676,DTE,295,71.23,21012.85
dc30d7e87676,PPG,173,70.27,12156.71
dc30d7e87676,LNT,320,42.84,13708.8
dc30d7e87676,A,79,275.49,21763.71
dc30d7e87676,BXP,236,29.66,6999.76
dc30d7e87676,PNW,197,36.83,7255.51
dc30d7e87676,WDAY,103,214.16,22058.48
dc30d7e87676,HLT,130,165.65,21534.5
dc30d7e87676,F,107,95.86,10257.02
dc30d7e87676,AMCR,269,82.03,22066.07
dc30d7e87676,IPG,122,135.34,16511.48
dc30d7e87676,ITW,38,219.67,8347.46
dc30d7e87676,EQIX,925,20.77,19212.25
dc30d7e87676,EG,171,99.01,16930.71
dc30d7e87676,UBER,117,193.9,22686.3
dc30d7e87676,AAPL,1,126.38,126.38
dc30d7e87676,CASH,1,80868.14,80868.14
0293fa4bef8c,ODFL,246,78.74,19370.04
0293fa4bef8c,ECL,217,151.8,32940.6
0293fa4bef8c,IVZ,221,134.54,29733.34
0293fa4bef8c,EXR,305,124.52,37978.6
0293fa4bef8c,TROW,700,39.53,27671.0
0293fa4bef8c,WDAY,132,214.16,28269.12
0293fa4bef8c,EOG,717,33.2,23804.4
0293fa4bef8c,EXC,451,96.73,43625.23
0293fa4bef8c,MDLZ,599,65.36,39150.64
0293fa4bef8c,AAPL,190,126.38,24012.2
0293fa4bef8c,EG,281,99.01,27821.81
0293fa4bef8c,LNT,880,42.84,37699.2
0293fa4bef8c,GM,369,72.04,26582.76
0293fa4bef8c,TTWO,410,101.49,41610.9
0293fa4bef8c,OXY,762,41.46,31592.52
0293fa4bef8c,KDP,102,137.96,14071.92
0293fa4bef8c,ABT,331,122.93,40689.83
0293fa4bef8c,XOM,400,108.69,43476.0
0293fa4bef8c,TSLA,111,397.29,44099.19
0293fa4bef8c,AMCR,1,82.03,82.03
0293fa4bef8c,CASH,1,78838.35,78838.35
1f55d493f306,A,298,275.49,82096.02
1f55d493f306,AAPL,726,126.38,91751.88
1f55d493f306,IVZ,433,134.54,58255.82
1f55d493f306,GM,1248,72.04,89905.92
1f55d493f306,EXR,574,124.52,71474.48
1f55d493f306,WDAY,300,214.16,64248.0
1f55d493f306,DUK,904,82.73,74787.92
1f55d493f306,CPB,192,139.21,26728.32
1f55d493f306,ITW,388,219.67,85231.96
1f55d493f306,TRGP,1242,46.56,57827.52
1f55d493f306,EQIX,3608,20.77,74938.16
1f55d493f306,EG,402,99.01,39802.02
1f55d493f306,EOG,2622,33.2,87050.4
1f55d493f306,GOOGL,109,359.01,39132.09
1f55d493f306,AMD,1474,50.0,73700.0
1f55d493f306,PPG,1262,70.27,88680.74
1f55d493f306,KDP,531,137.96,73256.76
1f55d493f306,ODFL,1046,78.74,82362.04
1f55d493f306,AVY,1,45.27,45.27
1f55d493f306,CASH,1,347726.4,347726.4
9760e084abca,MDLZ,509,65.36,33268.24
9760e084abca,CPB,407,139.21,56658.47
9760e084abca,AMD,1169,50.0,58450.0
9760e084abca,WY,618,78.83,48716.94
9760e084abca,AAPL,181,126.38,22874.78
9760e084abca,KDP,289,137.96,39870.44
9760e084abca,WDAY,247,214.16,52897.52
9760e084abca,BXP,1743,29.66,51697.38
9760e084abca,EQIX,2785,20.77,57844.45
9760e084abca,DUK,361,82.73,29865.53
9760e084abca,PNW,465,36.83,17125.95
9760e084abca,ABT,225,122.93,27659.25
9760e084abca,VRSN,625,67.91,42443.75
9760e084abca,LNT,928,42.84,39755.52
9760e084abca,EXR,403,124.52,50181.56
9760e084abca,ODFL,749,78.74,58976.26
9760e084abca,TTWO,245,101.49,24865.05
9760e084abca,EG,483,99.01,47821.83
9760e084abca,EXC,371,96.73,35886.83
9760e084abca,VICI,2007,21.99,44133.93
9760e084abca,TROW,1077,39.53,42573.81
9760e084abca,EL,221,154.02,34038.42
9760e084abca,STX,313,181.65,56856.45
9760e084abca,ITW,187,219.67,41078.29
9760e084abca,TRGP,385,46.56,17925.6
9760e084abca,PPG,1,70.27,70.27
9760e084abca,CASH,1,81902.04,81902.04
9705bab17d74,CTRA,854,31.52,26918.08
9705bab17d74,CME,339,37.78,12807.42
9705bab17d74,ABT,221,122.93,27167.53
9705bab17d74,WAT,92,273.69,25179.48
9705bab17d74,EG,110,99.01,10891.1
9705bab17d74,GIS,260,109.17,28384.2
9705bab17d74,EXC,101,96.73,9769.73
9705bab17d74,DUK,154,82.73,12740.42
9705bab17d74,EXR,202,124.52,25153.04
9705bab17d74,GM,138,72.04,9941.52
9705bab17d74,PPG,429,70.27,30145.83
9705bab17d74,ROST,244,39.29,9586.76
9705bab17d74,CF,234,85.99,20121.66
9705bab17d74,AAPL,200,126.38,25276.0
9705bab17d74,CRL,94,211.28,19860.32
9705bab17d74,STX,152,181.65,27610.8
9705bab17d74,ECL,169,151.8,25654.2
9705bab17d74,AVY,243,45.27,11000.61
9705bab17d74,TTWO,92,101.49,9337.08
9705bab17d74,F,304,95.86,29141.44
9705bab17d74,CPB,229,139.21,31879.09
9705bab17d74,WY,184,78.83,14504.72
9705bab17d74,WDAY,111,214.16,23771.76
9705bab17d74,KDP,83,137.96,11450.68
9705bab17d74,GOOGL,71,359.01,25489.71
9705bab17d74,ODFL,1,78.74,78.74
9705bab17d74,CASH,1,51591.87,51591.87
d72fcc30fd34,EL,76,154.02,11705.52
d72fcc30fd34,ROST,92,39.29,3614.68
d72fcc30fd34,AVY,284,45.27,12856.68
d72fcc30fd34,TROW,317,39.53,12531.01
d72fcc30fd34,IPG,57,135.34,7714.38
d72fcc30fd34,EOG,224,33.2,7436.8
d72fcc30fd34,A,48,275.49,13223.52
d72fcc30fd34,F,115,95.86,11023.9
d72fcc30fd34,HLT,39,165.65,6460.35
d72fcc30fd34,VRSN,68,67.91,4617.88
d72fcc30fd34,ECL,52,151.8,7893.6
d72fcc30fd34,AAPL,44,126.38,5560.72
d72fcc30fd34,TRGP,204,46.56,9498.24
d72fcc30fd34,GIS,106,109.17,11572.02
d72fcc30fd34,DTE,59,71.23,4202.57
d72fcc30fd34,EXC,83,96.73,8028.59
d72fcc30fd34,STX,60,181.65,10899.0
d72fcc30fd34,EQIX,185,20.77,3842.45
d72fcc30fd34,TT,76,183.79,13968.04
d72fcc30fd34,PPG,151,70.27,10610.77
d72fcc30fd34,GOOGL,30,359.01,10770.3
d72fcc30fd34,KDP,31,137.96,4276.76
d72fcc30fd34,WAT,33,273.69,9031.77
d72fcc30fd34,AMD,263,50.0,13150.0
d72fcc30fd34,PARA,122,86.03,10495.66
d72fcc30fd34,EXR,1,124.52,124.52
d72fcc30fd34,CASH,1,20686.46,20686.46
d51307f61d49,ROST,301,39.29,11826.29
d51307f61d49,AOS,76,170.74,12976.24
d51307f61d49,TRGP,190,46.56,8846.4
d51307f61d49,CME,418,37.78,15792.04
d51307f61d49,GIS,68,109.17,7423.56
d51307f61d49,EL,84,154.02,12937.68
d51307f61d49,AXP,156,117.55,18337.8
d51307f61d49,UBER,46,193.9,8919.4
d51307f61d49,AAPL,141,126.38,17819.58
d51307f61d49,MDLZ,193,65.36,12614.48
d51307f61d49,WY,64,78.83,5045.12
d51307f61d49,ABT,144,122.93,17701.92
d51307f61d49,CPB,116,139.21,16148.36
d51307f61d49,VICI,318,21.99,6992.82
d51307f61d49,EOG,288,33.2,9561.6
d51307f61d49,HLT,54,165.65,8945.1
d51307f61d49,XOM,151,108.69,16412.19
d51307f61d49,AVY,411,45.27,18605.97
d51307f61d49,GM,71,72.04,5114.84
d51307f61d49,VRSN,234,67.91,15890.94
d51307f61d49,ODFL,127,78.74,9999.98
d51307f61d49,IPG,60,135.34,8120.4
d51307f61d49,CRL,86,211.28,18170.08
d51307f61d49,FOXA,150,86.59,12988.5
d51307f61d49,TROW,230,39.53,9091.9
d51307f61d49,GOOGL,1,359.01,359.01
d51307f61d49,CASH,1,30890.78,30890.78
1df1e31e33b2,OXY,5324,41.46,220733.04
1df1e31e33b2,LNT,3163,42.84,135502.92
1df1e31e33b2,TT,1351,183.79,248300.29
1df1e31e33b2,MDLZ,1066,65.36,69673.76
1df1e31e33b2,GIS,950,109.17,103711.5
1df1e31e33b2,AVY,3505,45.27,158671.35
1df1e31e33b2,ECL,495,151.8,75141.0
1df1e31e33b2,TRGP,1928,46.56,89767.68
1df1e31e33b2,VRSN,1026,67.91,69675.66
1df1e31e33b2,AXP,1533,117.55,180204.15
1df1e31e33b2,STX,634,181.65,115166.1
1df1e31e33b2,EOG,4348,33.2,144353.6
1df1e31e33b2,CTRA,3178,31.52,100170.56
1df1e31e33b2,FOXA,2542,86.59,220111.78
1df1e31e33b2,UBER,1032,193.9,200104.8
1df1e31e33b2,EQIX,4233,20.77,87919.41
1df1e31e33b2,IVZ,619,134.54,83280.26
1df1e31e33b2,ODFL,1766,78.74,139054.84
1df1e31e33b2,AMCR,2581,82.03,211719.43
1df1e31e33b2,PARA,5586,86.03,480563.58
1df1e31e33b2,CASH,1,383407.62,383407.62
c63bbc59ee31,WDAY,33,214.16,7067.28
c63bbc59ee31,UBER,54,193.9,10470.6
c63bbc59ee31,EXC,150,96.73,14509.5
c63bbc59ee31,ROST,450,39.29,17680.5
c63bbc59ee31,VICI,518,21.99,11390.82
c63bbc59ee31,MDLZ,143,65.36,9346.48
c63bbc59ee31,EQIX,770,20.77,15992.9
c63bbc59ee31,KDP,126,137.96,17382.96
c63bbc59ee31,ITW,48,219.67,10544.16
c63bbc59ee31,CME,291,37.78,10993.98
c63bbc59ee31,ECL,75,151.8,11385.0
c63bbc59ee31,VRSN,176,67.91,11952.16
c63bbc59ee31,IVZ,129,134.54,17355.66
c63bbc59ee31,LNT,133,42.84,5697.72
c63bbc59ee31,GOOGL,14,359.01,5026.14
c63bbc59ee31,TT,95,183.79,17460.05
c63bbc59ee31,CF,86,85.99,7395.14
c63bbc59ee31,AXP,157,117.55,18455.35
c63bbc59ee31,A,41,275.49,11295.09
c63bbc59ee31,CASH,1,14558.09,14558.09
283df8c1ef5f,TRGP,554,46.56,25794.24
283df8c1ef5f,GIS,390,109.17,42576.3
283df8c1ef5f,AMD,1368,50.0,68400.0
283df8c1ef5f,PARA,721,86.03,62027.63
283df8c1ef5f,HLT,166,165.65,27497.9
283df8c1ef5f,AMCR,655,82.03,53729.65
283df8c1ef5f,EXR,217,124.52,27020.84
283df8c1ef5f,CRL,190,211.28,40143.2
283df8c1ef5f,TTWO,196,101.49,19892.04
283df8c1ef5f,ECL,152,151.8,23073.6
283df8c1ef5f,EQIX,1771,20.77,36783.67
283df8c1ef5f,EL,409,154.02,62994.18
283df8c1ef5f,ITW,136,219.67,29875.12
283df8c1ef5f,F,371,95.86,35564.06
283df8c1ef5f,GM,968,72.04,69734.72
283df8c1ef5f,AOS,255,170.74,43538.7
283df8c1ef5f,GOOGL,55,359.01,19745.55
283df8c1ef5f,EXC,238,96.73,23021.74
283df8c1ef5f,AAPL,242,126.38,30583.96
283df8c1ef5f,XOM,528,108.69,57388.32
283df8c1ef5f,IPG,271,135.34,36677.14
283df8c1ef5f,WDAY,226,214.16,48400.16
283df8c1ef5f,ABT,177,122.93,21758.61
283df8c1ef5f,CPB,375,139.21,52203.75
283df8c1ef5f,CME,1,37.78,37.78
283df8c1ef5f,CASH,1,60960.0,60960.0
19c334c1e294,EG,284,99.01,28118.84
19c334c1e294,AMD,1418,50.0,70900.0
19c334c1e294,WDAY,230,214.16,49256.8
19c334c1e294,EXC,319,96.73,30856.87
19c334c1e294,WY,939,78.83,74021.37
19c334c1e294,F,304,95.86,29141.44
19c334c1e294,WAT,202,273.69,55285.38
19c334c1e294,KDP,227,137.96,31316.92
19c334c1e294,EOG,1666,33.2,55311.2
19c334c1e294,CTRA,671,31.52,21149.92
19c334c1e294,A,218,275.49,60056.82
19c334c1e294,DTE,652,71.23,46441.96
19c334c1e294,FOXA,386,86.59,33423.74
19c334c1e294,TSLA,102,397.29,40523.58
19c334c1e294,DUK,908,82.73,75118.84
19c334c1e294,HLT,200,165.65,33130.0
19c334c1e294,IVZ,467,134.54,62830.18
19c334c1e294,TTWO,208,101.49,21109.92
19c334c1e294,GIS,667,109.17,72816.39
19c334c1e294,GOOGL,58,359.01,20822.58
19c334c1e294,EL,532,154.02,81938.64
19c334c1e294,AVY,783,45.27,35446.41
19c334c1e294,GM,468,72.04,33714.72
19c334c1e294,AMCR,788,82.03,64639.64
19c334c1e294,VICI,1,21.99,21.99
19c334c1e294,CASH,1,125970.17,125970.17
8cc9a1ba421c,AVY,350,45.27,15844.5
8cc9a1ba421c,ROST,347,39.29,13633.63
8cc9a1ba421c,TRGP,409,46.56,19043.04
8cc9a1ba421c,VICI,532,21.99,11698.68
